property_name,price,house_type,area_in_sq_ft,no_of_bedrooms,no_of_bathrooms,no_of_receptions,city,postal_code,location,nearest_station,postcode_latitude,postcode_longitude,station_latitude,station_longitude,price_per_sqft,distance_miles
Enmore Gardens,132500,House,1541,4,4,4,London,SW14 8RF,Mortlake,Mortlake,51.4738,-0.258567,51.4699,-0.268523,85.98312783906555,0.51
Grandison Road,86500,Flat / Apartment,880,2,2,2,London,SW11 6LN,Battersea,Clapham Junction,51.4571,-0.1603,51.4645,-0.170518,98.29545454545455,0.67
Lavender Sweep,65000,Flat / Apartment,859,2,2,2,London,SW11 1EA,Battersea,Clapham Junction,51.4615,-0.16442,51.4645,-0.170518,75.66938300349243,0.33
Hollandgreen Place,350000,New development,1577,2,2,2,London,W8 6AX,Kensington,High Street Kensington,51.5004,-0.1948,51.5003,-0.19211,221.9403931515536,0.12
Horsell Road,169500,House,1944,5,5,5,London,N5 1XP,Highbury,Canonbury,51.5506,-0.10792,51.5438,-0.090632,87.19135802469135,0.88
Avon Court,399995,Flat / Apartment,472,1,1,1,London,E14 7SZ,Canary Wharf,Canary Wharf,51.5137,-0.02716,51.5049,-0.019001,847.4470338983051,0.7
Lower Belgrave Street,465000,House,2865,4,4,4,London,SW1W 0LN,Belgravia,Victoria,51.493,-0.151748,51.4952,-0.1445,162.30366492146598,0.35
Donne Place,280000,House,1448,3,3,3,London,SW3 2NH,Chelsea,South Kensington,51.4925,-0.1604,51.494,-0.173044,193.37016574585635,0.55
Oakley Road,110000,Flat / Apartment,1056,3,3,3,London,N1 3LL,Islington,Angel,51.5429,-0.08655,51.5325,-0.106036,104.16666666666667,1.1
Goldhurst House,265000,Flat / Apartment,1811,3,3,3,London,W6 9AN,Hammersmith,Hammersmith,51.4842,-0.2191,51.492,-0.22364,146.32799558255107,0.57
Telford Avenue,157500,House,2550,5,5,5,London,SW2 4XL,Brixton,Brixton,51.4604,-0.1198,51.4568,-0.116796,61.76470588235294,0.28
Mandeville Courtyard,52500,Flat / Apartment,775,1,1,1,London,SW11 4NB,Battersea,Clapham Junction,51.4742,-0.15734,51.4645,-0.170518,67.74193548387096,0.88
Tufton Street,165000,Flat / Apartment,1099,2,2,2,London,SW1P 3AF,Westminster,Victoria,51.494,-0.131608,51.4952,-0.1445,150.13648771610556,0.56
Colosseum Terrace,85000,Flat / Apartment,726,2,2,2,London,NW1 4EB,Camden,Camden Town,51.5266,-0.14455,51.5423,-0.13956,117.07988980716253,1.11
Rede Place,270000,House,1791,3,3,3,London,W2 4TU,Notting Hill,Paddington,51.5172,-0.2057,51.5155,-0.175365,150.7537688442211,1.31
Tennyson Road,69500,House,795,2,2,2,London,SW19 8SH,Wimbledon,Wimbledon,51.4236,-0.188482,51.4215,-0.206403,87.42138364779875,0.79
St. Anns Terrace,205000,House,1293,3,3,3,London,NW8 6PJ,Westminster,St. Johns Wood,51.5344,-0.17175,51.5317,-0.17419,158.5460170146945,0.21
Durward Street,61500,Flat / Apartment,972,2,2,2,London,E1 5BA,Whitechapel,Aldgate East,51.5199,-0.06079,51.5156,-0.070839,63.27160493827161,0.52
Fairacres,10000,Flat / Apartment,1777,3,3,3,London,SW15 5LX,Putney,Putney Bridge,51.4847,-0.247997,51.4683,-0.208795,5.627462014631401,2.03
Clapham Park Road,31500,Flat / Apartment,526,1,1,1,London,SW4 7EX,Clapham,Clapham Common,51.4608,-0.1406,51.4621,-0.137359,59.88593155893536,0.17
Moore House,185000,New development,1328,3,3,3,London,SW1W 8DT,Belgravia,Victoria,51.4981,-0.150196,51.4952,-0.1445,139.30722891566265,0.32
Graham Terrace,289500,House,1289,3,3,3,London,SW1W 8HN,Belgravia,Victoria,51.5004,-0.148813,51.4952,-0.1445,224.59270752521334,0.4
Whiston House,45000,Flat / Apartment,459,1,1,1,London,N1 2DH,Islington,Angel,51.5416,-0.10038,51.5325,-0.106036,98.03921568627452,0.67
Tooting Bec Road,67500,Flat / Apartment,949,2,2,2,London,SW17 8BW,Tooting,Tooting,51.4952,-0.237729,51.4278,-0.167967,71.12750263435196,5.54
Flanders Road,139500,House,1068,1,1,1,London,W4 1NB,Chiswick,Chiswick Park,51.4977,-0.2789,51.4946,-0.267874,130.61797752808988,0.52
Astley House,72500,Flat / Apartment,858,3,3,3,London,SW13 8EA,Barnes,Barnes Bridge,51.4831,-0.234053,51.472,-0.252633,84.4988344988345,1.11
Suffolk Road,20000,House,2525,4,4,4,London,SW13 9PH,Barnes,Barnes Bridge,51.4868,-0.224728,51.472,-0.252633,7.920792079207921,1.58
Shorrolds Road,62500,Flat / Apartment,664,2,2,2,London,SW6 7TP,Fulham,Imperial Wharf,51.4778,-0.1808,51.4751,-0.182927,94.12650602409639,0.21
Raynham Road,135000,House,1328,3,3,3,London,W6 0HY,Hammersmith,Hammersmith,51.4918,-0.243,51.492,-0.22364,101.6566265060241,0.83
Henning Street,210000,House,2191,4,4,4,London,SW11 3DR,Battersea,Clapham Junction,51.4737,-0.17109,51.4645,-0.170518,95.84664536741214,0.64
Palewell Park,185000,House,1892,4,4,4,London,SW14 8JJ,Mortlake,Mortlake,51.4726,-0.259775,51.4699,-0.268523,97.78012684989429,0.42
Cranbourne Court,150000,Flat / Apartment,1132,3,3,3,London,SW11 4PE,Battersea,Clapham Junction,51.4806,-0.16645,51.4645,-0.170518,132.5088339222615,1.13
Rothwell Street,362500,House,2190,4,4,4,London,NW1 8YH,Camden,Camden Town,51.5404,-0.15688,51.5423,-0.13956,165.52511415525115,0.76
New Concordia Wharf,150000,Flat / Apartment,1274,2,2,2,London,SE1 2BB,South Bank,London Bridge,51.5017,-0.07089,51.508,-0.087672,117.73940345368916,0.84
Castelnau,52500,Flat / Apartment,630,2,2,2,London,SW13 9ER,Barnes,Barnes Bridge,51.4848,-0.229779,51.472,-0.252633,83.33333333333333,1.32
Banbury House,29000,Flat / Apartment,455,1,1,1,London,E9 7ED,Hackney,Homerton,51.5504,-0.0394,51.5484,-0.0412,63.73626373626374,0.16
Putney Heath Lane,172500,House,2931,5,5,5,London,SW15 3JG,Putney,Putney Bridge,51.4825,-0.250111,51.4683,-0.208795,58.85363357215967,2.03
Rydon Street,139500,House,1510,3,3,3,London,N1 7AL,Islington,Angel,51.5373,-0.09187,51.5325,-0.106036,92.3841059602649,0.69
Cadogan Lane,335000,House,1504,3,3,3,London,SW1X 9DU,Knightsbridge,Victoria,51.4999,-0.1606,51.4952,-0.1445,222.73936170212767,0.76
Cedar Mews,179500,House,2067,4,4,4,London,SW15 6ED,Putney,Putney Bridge,51.4853,-0.247393,51.4683,-0.208795,86.84083212385099,2.03
Kent Avenue,150000,House,1997,4,4,4,London,W13 8BH,Ealing,West Ealing,51.5105,-0.3262,51.5135,-0.320689,75.11266900350526,0.31
Trefoil Road,160000,House,2149,4,4,4,London,SW18 2EQ,Wandsworth,Wandsworth Town,51.5078,-0.225498,51.461,-0.188251,74.45323406235458,3.61
Thirlmere Road,155000,House,3620,7,7,7,London,SW16 1QW,Streatham,Streatham,51.4884,-0.244373,51.4298,-0.131111,42.81767955801105,6.34
The Regency,132500,Flat / Apartment,1195,3,3,3,London,SW1P 4HD,Westminster,Victoria,51.4907,-0.127424,51.4952,-0.1445,110.8786610878661,0.8
Murray Mews,139500,House,1587,3,3,3,London,NW1 9RJ,Camden,Camden Town,51.5444,-0.13074,51.5423,-0.13956,87.90170132325142,0.41
Wilmington Square,73500,Flat / Apartment,849,2,2,2,London,WC1X 0ER,Bloomsbury,Russell Square,51.5241,-0.1191,51.5231,-0.124253,86.57243816254417,0.23
Telfords Yard,150000,Flat / Apartment,2550,3,3,3,London,E1W 2BQ,Wapping,Tower Gateway,51.509,-0.06467,51.5105,-0.074769,58.8235294117647,0.45
Landmark East Tower,67900,Flat / Apartment,832,2,2,2,London,E14 9DB,Canary Wharf,Canary Wharf,51.502,-0.02498,51.5049,-0.019001,81.61057692307692,0.33
Stanley Mansions,150000,Flat / Apartment,1244,3,3,3,London,SW10 0AG,Chelsea,West Brompton,51.4859,-0.18035,51.487,-0.195185,120.57877813504822,0.64
Wadham Road,135000,House,1604,4,4,4,London,SW15 2LS,Putney,Putney Bridge,51.4803,-0.252225,51.4683,-0.208795,84.16458852867831,2.04
Bingfield Street,62500,New development,723,2,2,2,London,N1 0BH,Islington,Angel,51.5392,-0.11798,51.5325,-0.106036,86.44536652835409,0.69
Orsman Road,60000,Flat / Apartment,660,2,2,2,London,N1 5QL,Islington,Angel,51.5364,-0.07934,51.5325,-0.106036,90.9090909090909,1.18
Cinnabar Wharf East,87500,Flat / Apartment,627,1,1,1,London,E1W 1NG,Wapping,Tower Gateway,51.5038,-0.06505,51.5105,-0.074769,139.55342902711322,0.62
Boardwalk Place,56500,Flat / Apartment,872,2,2,2,London,E14 5SH,Canary Wharf,Canary Wharf,51.5059,-0.00982,51.5049,-0.019001,64.79357798165138,0.4
Burlington Lodge Studios,125000,Flat / Apartment,1201,2,2,2,London,SW6 4JJ,Fulham,Imperial Wharf,51.4663,-0.2001,51.4751,-0.182927,104.07993338884263,0.96
Overstrand Mansions,180000,Flat / Apartment,1453,3,3,3,London,SW11 4HA,Battersea,Clapham Junction,51.4751,-0.15712,51.4645,-0.170518,123.88162422573986,0.93
Eden House,149500,New development,1781,4,4,4,London,N8 8TA,Haringey,Hornsey,51.5815,-0.1248,51.5874,-0.120967,83.94160583941606,0.44
Fentiman Road,310000,House,3800,8,8,8,London,SW8 1QA,Kensington,Vauxhall,51.4818,-0.1331,51.4875,-0.12293,81.57894736842105,0.59
Craven Gardens,105000,Flat / Apartment,1831,3,3,3,London,SW19 8LU,Wimbledon,Wimbledon,51.4258,-0.192042,51.4215,-0.206403,57.34571272528673,0.69
Leopold Road,185000,House,2503,5,5,5,London,SW19 7JG,Wimbledon,Wimbledon,51.4272,-0.195207,51.4215,-0.206403,73.91130643228126,0.62
Queensland Road,73000,Flat / Apartment,1061,3,3,3,London,N7 7FF,Holloway,Caledonian Road & Barnsbury,51.5534,-0.10755,51.5435,-0.114886,68.80301602262017,0.75
Rowfant Road,65000,Flat / Apartment,736,2,2,2,London,SW17 7AP,Tooting,Tooting,51.4918,-0.241051,51.4278,-0.167967,88.31521739130434,5.43
Cleveland Gardens,210000,House,2438,5,5,5,London,SW13 0AJ,Barnes,Barnes Bridge,51.4785,-0.247708,51.472,-0.252633,86.13617719442166,0.5
Elm Bank Gardens,225000,House,2600,5,5,5,London,SW13 0NT,Barnes,Barnes Bridge,51.4824,-0.238328,51.472,-0.252633,86.53846153846153,0.95
Belleville Road,169500,House,1867,5,5,5,London,SW11 6QT,Battersea,Clapham Junction,51.4562,-0.16686,51.4645,-0.170518,90.78735940010712,0.59
Cottenham Park Road,137500,House,1884,4,4,4,London,SW20 0SB,Wimbledon,Raynes Park,51.4075,-0.2128,51.409,-0.23054,72.98301486199576,0.77
Barmouth Road,140000,House,2138,5,5,5,London,SW18 2DT,Wandsworth,Wandsworth Town,51.5062,-0.227008,51.461,-0.188251,65.48175865294668,3.54
St. Stephens Gardens,63500,Flat / Apartment,927,2,2,2,London,SW15 2RR,Putney,Putney Bridge,51.4814,-0.251168,51.4683,-0.208795,68.50053937432578,2.04
Upper St. Martins Lane,299500,Penthouse,1845,3,3,3,London,WC2H 9DL,Holborn,Leicester Square,51.5133,-0.1312,51.511,-0.129664,162.33062330623306,0.17
Alpine Grove,449950,Flat / Apartment,526,2,2,2,London,E9 7SX,South Hackney,Homerton,51.5471,-0.0379,51.5484,-0.0412,855.4182509505704,0.17
Townshend Court,42500,Flat / Apartment,474,1,1,1,London,NW8 7DP,Westminster,St. Johns Wood,51.5348,-0.1662,51.5317,-0.17419,89.66244725738396,0.4
Parkfields,179500,House,1902,3,3,3,London,SW15 6NH,Putney,Putney Bridge,51.4865,-0.246185,51.4683,-0.208795,94.37434279705573,2.04
Fitzroy Road,160000,Flat / Apartment,801,2,2,2,London,NW1 8TU,Camden,Camden Town,51.5408,-0.15377,51.5423,-0.13956,199.75031210986268,0.62
The Lodge,175000,Flat / Apartment,1002,3,3,3,London,W11 3HA,Notting Hill,Ladbroke Grove,51.5188,-0.1978,51.5173,-0.211102,174.65069860279442,0.58
Culmstock Road,205000,House,2275,5,5,5,London,SW11 6LX,Battersea,Clapham Junction,51.4573,-0.15719,51.4645,-0.170518,90.10989010989012,0.76
Mallinson Road,115000,Flat / Apartment,1371,3,3,3,London,SW11 1BW,Battersea,Clapham Junction,51.4582,-0.1683,51.4645,-0.170518,83.88037928519329,0.45
South Terrace,99500,House,2446,5,5,5,London,SW7 2TB,South Kensington,South Kensington,51.4974,-0.171,51.494,-0.173044,40.67865903515944,0.25
Douglas Road,190000,House,1703,5,5,5,London,N1 2LD,Islington,Angel,51.5435,-0.09496,51.5325,-0.106036,111.56782149148562,0.9
Union Wharf,67500,Flat / Apartment,792,1,1,1,London,N1 7SJ,Islington,Angel,51.5324,-0.0949,51.5325,-0.106036,85.22727272727273,0.48
Long & Waterson Apartments,150000,New development,1273,3,3,3,London,E2 8HN,Bethnal Green,Bethnal Green,51.5264,-0.0554,51.5303,-0.056163,117.8318931657502,0.27
ICON7,62000,New development,786,2,2,2,London,N7 0JN,Holloway,Caledonian Road & Barnsbury,51.5525,-0.12492,51.5435,-0.114886,78.88040712468194,0.76
Branch Place,65000,Flat / Apartment,747,2,2,2,London,N1 5PH,Islington,Angel,51.5372,-0.08481,51.5325,-0.106036,87.01472556894244,0.97
Hermitage Court,50000,Flat / Apartment,663,1,1,1,London,E1W 1PW,Wapping,Tower Gateway,51.504,-0.06322,51.5105,-0.074769,75.41478129713424,0.67
Kirkstall Road,139500,House,2006,5,5,5,London,SW2 4HF,Brixton,Brixton,51.4609,-0.1249,51.4568,-0.116796,69.54137587238286,0.45
St. Peters Square,295000,House,3597,4,4,4,London,W6 9AJ,Hammersmith,Hammersmith,51.4844,-0.2181,51.492,-0.22364,82.01278843480678,0.58
Carlton House,76500,New development,841,2,2,2,London,SW15 2BS,Putney,Putney Bridge,51.4783,-0.254188,51.4683,-0.208795,90.96313912009512,2.07
Cleveland Gardens,160000,House,1854,4,4,4,London,SW13 0AH,Barnes,Barnes Bridge,51.4783,-0.248117,51.472,-0.252633,86.29989212513485,0.48
Abercrombie Street,97500,House,1126,3,3,3,London,SW11 2JB,Battersea,Clapham Junction,51.4713,-0.16723,51.4645,-0.170518,86.58969804618117,0.49
Foxmore Street,95000,Flat / Apartment,1294,4,4,4,London,SW11 4PU,Battersea,Clapham Junction,51.4735,-0.16382,51.4645,-0.170518,73.41576506955178,0.69
Southwick Mews,215000,House,1582,3,3,3,London,W2 1JG,Paddington,Paddington,51.5181,-0.1752,51.5155,-0.175365,135.9039190897598,0.18
Pall Mall,295000,Penthouse,1840,2,2,2,London,SW1Y 5JH,St Jamess,Piccadilly Circus,51.5073,-0.1373,51.5098,-0.134429,160.32608695652175,0.21
Britannia Road,150000,House,1115,3,3,3,London,SW6 2HJ,Fulham,Imperial Wharf,51.4792,-0.1945,51.4751,-0.182927,134.52914798206277,0.57
Tradewinds Court,65000,Flat / Apartment,882,2,2,2,London,E1W 2JB,Wapping,Tower Gateway,51.5075,-0.06597,51.5105,-0.074769,73.69614512471655,0.43
Sunnyhill Road,95000,House,1700,4,4,4,London,SW16 2UW,Streatham,Streatham,51.4899,-0.242863,51.4298,-0.131111,55.88235294117647,6.36
Tantallon Road,62500,Flat / Apartment,663,2,2,2,London,SW12 8DG,Balham,Balham,51.4455,-0.15682,51.4452,-0.1517,94.2684766214178,0.22
Lillian Road,157500,House,1983,4,4,4,London,SW13 9JG,Barnes,Barnes Bridge,51.4861,-0.226671,51.472,-0.252633,79.4251134644478,1.48
Christchurch Street,255000,House,1266,3,3,3,London,SW3 4AR,Chelsea,South Kensington,51.4918,-0.165,51.494,-0.173044,201.4218009478673,0.38
Abercrombie Street,52500,Flat / Apartment,707,2,2,2,London,SW11 2JB,Battersea,Clapham Junction,51.4713,-0.16723,51.4645,-0.170518,74.25742574257426,0.49
Rutland Road,77500,Flat / Apartment,967,2,2,2,London,E9 7TT,South Hackney,Homerton,51.5481,-0.0374,51.5484,-0.0412,80.14477766287487,0.16
Ruvigny Gardens,325000,House,2210,3,3,3,London,SW15 1JR,Putney,Putney Bridge,51.4755,-0.256906,51.4683,-0.208795,147.05882352941177,2.13
Roseneath Road,177500,House,2153,5,5,5,London,SW11 6AQ,Battersea,Clapham Junction,51.4537,-0.15542,51.4645,-0.170518,82.44310264746865,0.99
Eton Avenue,325000,House,2543,5,5,5,London,NW3 3HL,Hampstead,Hampstead,51.5449,-0.16828,51.5565,-0.178301,127.80180888714118,0.91
Drapers Court,70000,Flat / Apartment,797,2,2,2,London,SW11 4DF,Battersea,Clapham Junction,51.4757,-0.15306,51.4645,-0.170518,87.8293601003764,1.08
Creffield Road,59500,Flat / Apartment,760,2,2,2,London,W5 3RP,Ealing,Ealing Broadway,51.5044,-0.3162,51.515,-0.300407,78.28947368421052,1.0
Oakhill Road,52500,Flat / Apartment,540,1,1,1,London,SW15 2QU,Putney,Putney Bridge,51.4809,-0.251621,51.4683,-0.208795,97.22222222222223,2.04
Conway Road,245000,House,3007,6,6,6,London,SW20 8PA,Wimbledon,Raynes Park,51.4138,-0.2372,51.409,-0.23054,81.47655470568674,0.44
Henfield Road,55000,House,538,2,2,2,London,SW19 3HH,Wimbledon,Wimbledon,51.4215,-0.202653,51.4215,-0.206403,102.23048327137546,0.16
West Side Common,395000,House,6186,6,6,6,London,SW19 4UF,Wimbledon,Wimbledon,51.4215,-0.19827,51.4215,-0.206403,63.85386356288393,0.35
Melody Road,60000,Flat / Apartment,1024,1,1,1,London,SW18 2QF,Wandsworth,Wandsworth Town,51.5105,-0.22278,51.461,-0.188251,58.59375,3.73
Fullerton Road,145000,House,1984,5,5,5,London,SW18 1BX,Wandsworth,Wandsworth Town,51.4998,-0.233199,51.461,-0.188251,73.08467741935483,3.31
Park View Court,18000,Flat / Apartment,745,2,2,2,London,E3 3AN,Bow,Bromley-by-Bow,51.5186,-0.02258,51.5246,-0.012319,24.161073825503355,0.61
Kersfield House,21000,Studio,328,0,0,0,London,SW15 3HJ,Putney,Putney Bridge,51.4823,-0.250262,51.4683,-0.208795,64.02439024390245,2.03
Upper Grosvenor Street,180000,House,8315,7,7,7,London,W1K 2NP,Mayfair,Bond Street,51.5093,-0.1444,51.5145,-0.149193,21.64762477450391,0.41
Thornhill Crescent,285000,House,2857,5,5,5,London,N1 1BJ,Islington,Angel,51.5413,-0.11457,51.5325,-0.106036,99.75498774938747,0.71
Ripplevale Grove,115000,Flat / Apartment,1074,3,3,3,London,N1 1HT,Islington,Angel,51.54,-0.11239,51.5325,-0.106036,107.07635009310987,0.59
Long & Waterson Apartments,69000,New development,596,1,1,1,London,E2 8HN,Bethnal Green,Bethnal Green,51.5264,-0.0554,51.5303,-0.056163,115.77181208053692,0.27
Ardwick Road,99500,Flat / Apartment,999,2,2,2,London,NW2 2BX,Barnet,Cricklewood,51.5577,-0.19669,51.5567,-0.215751,99.5995995995996,0.82
Carlton House,10000,Penthouse,962,2,2,2,London,SW15 2FU,Putney,Putney Bridge,51.4795,-0.25298,51.4683,-0.208795,10.395010395010395,2.05
York Avenue,190000,House,2358,4,4,4,London,SW14 7LQ,East Sheen,Mortlake,51.4696,-0.262644,51.4699,-0.268523,80.57675996607294,0.25
Sutherland Gardens,129500,House,1813,4,4,4,London,SW14 8DB,East Sheen,Mortlake,51.4716,-0.260681,51.4699,-0.268523,71.42857142857143,0.36
Turnstone House,128000,Flat / Apartment,1169,2,2,2,London,E1W 1AE,Wapping,Tower Gateway,51.5084,-0.06954,51.5105,-0.074769,109.49529512403764,0.27
St. Marys Grove,142500,House,2028,4,4,4,London,W4 3LL,Chiswick,Chiswick Park,51.4924,-0.2768,51.4946,-0.267874,70.26627218934911,0.41
Stanton Road,179500,House,1720,4,4,4,London,SW13 0EX,Barnes,Barnes Bridge,51.4811,-0.241825,51.472,-0.252633,104.36046511627907,0.78
Afghan Road,112500,House,1423,4,4,4,London,SW11 2QD,Battersea,Clapham Junction,51.469,-0.16998,51.4645,-0.170518,79.05832747716093,0.31
Old Chesterton Building,94500,Flat / Apartment,1001,2,2,2,London,SW11 4LZ,Battersea,Clapham Junction,51.4747,-0.15425,51.4645,-0.170518,94.4055944055944,0.99
Kersley Street,315000,House,2809,5,5,5,London,SW11 4PR,Battersea,Clapham Junction,51.473,-0.1645,51.4645,-0.170518,112.13955144179424,0.64
Speldhurst Road,127500,House,1420,4,4,4,London,W4 1BY,Chiswick,Chiswick Park,51.4927,-0.2766,51.4946,-0.267874,89.78873239436619,0.4
Lamont Road,375000,House,2428,3,3,3,London,SW10 0HX,Chelsea,West Brompton,51.4826,-0.18039,51.487,-0.195185,154.44810543657331,0.71
Mortimer Court,46000,Flat / Apartment,431,1,1,1,London,NW8 9AB,Westminster,St. Johns Wood,51.5326,-0.17837,51.5317,-0.17419,106.72853828306265,0.19
Bangalore Street,169500,House,2096,4,4,4,London,SW15 1QD,Putney,Putney Bridge,51.4771,-0.255396,51.4683,-0.208795,80.86832061068702,2.1
Cruikshank Street,90000,Flat / Apartment,769,2,2,2,London,WC1X 9HF,Bloomsbury,Russell Square,51.5262,-0.1162,51.5231,-0.124253,117.03511053315995,0.41
Elm Bank Mansions,120000,Flat / Apartment,1155,3,3,3,London,SW13 0NS,Barnes,Barnes Bridge,51.4823,-0.238716,51.472,-0.252633,103.8961038961039,0.93
Queen Anne Road,110000,House,1607,4,4,4,London,E9 7AH,South Hackney,Homerton,51.5484,-0.0389,51.5484,-0.0412,68.45052893590541,0.1
Paintworks,65000,New development,646,2,2,2,London,E2 8AG,Bethnal Green,Bethnal Green,51.5301,-0.07758,51.5303,-0.056163,100.61919504643963,0.92
West Temple Sheen,295000,House,3716,5,5,5,London,SW14 7AP,East Sheen,Mortlake,51.4689,-0.263399,51.4699,-0.268523,79.38643702906352,0.23
Rowditch Lane,60000,House,953,3,3,3,London,SW11 5BX,Battersea,Clapham Junction,51.4719,-0.15666,51.4645,-0.170518,62.95907660020986,0.79
Holmead Road,245000,House,2313,4,4,4,London,SW6 2JE,Fulham,Imperial Wharf,51.4808,-0.1988,51.4751,-0.182927,105.92304366623432,0.79
Huguenot Place,77500,Flat / Apartment,939,2,2,2,London,SW18 2EN,Wandsworth,Wandsworth Town,51.5076,-0.225649,51.461,-0.188251,82.53461128860489,3.6
Addison House,62500,Flat / Apartment,652,2,2,2,London,NW8 9EL,Westminster,St. Johns Wood,51.5299,-0.17522,51.5317,-0.17419,95.85889570552148,0.13
Cumberland Terrace Mews,29500,Studio,344,0,0,0,London,NW1 4HR,Camden,Camden Town,51.5323,-0.14583,51.5423,-0.13956,85.75581395348837,0.74
St. Johns Wood Terrace,235000,House,1519,4,4,4,London,NW8 6JJ,Westminster,St. Johns Wood,51.5343,-0.17075,51.5317,-0.17419,154.70704410796577,0.23
Belgrave Mews North,225000,House,1299,3,3,3,London,SW1X 8RS,Knightsbridge,Victoria,51.5017,-0.1562,51.4952,-0.1445,173.21016166281754,0.67
St. Augustines Road,49900,Flat / Apartment,451,1,1,1,London,NW1 9RN,Camden,Camden Town,51.544,-0.13017,51.5423,-0.13956,110.6430155210643,0.42
St. Johns Hill,85000,Flat / Apartment,1339,3,3,3,London,SW11 1TH,Battersea,Clapham Junction,51.4598,-0.17892,51.4645,-0.170518,63.48020911127707,0.49
Bourne Street,250000,House,1340,3,3,3,London,SW1W 8JR,Belgravia,Victoria,51.5027,-0.14743,51.4952,-0.1445,186.56716417910448,0.53
Palace Court,225000,Penthouse,1765,2,2,2,London,W2 4HU,Paddington,Paddington,51.5196,-0.1966,51.5155,-0.175365,127.47875354107649,0.96
Iverna Gardens,250000,Flat / Apartment,1752,3,3,3,London,W8 6TW,Kensington,High Street Kensington,51.4964,-0.1991,51.5003,-0.19211,142.69406392694063,0.4
City North East Tower,47500,New development,560,1,1,1,London,N4 3FQ,Finsbury Park,Finsbury Park,51.5653,-0.10767,51.5648,-0.106414,84.82142857142857,0.06
ICON7,56000,New development,657,2,2,2,London,N7 0JN,Holloway,Caledonian Road & Barnsbury,51.5525,-0.12492,51.5435,-0.114886,85.23592085235921,0.76
ICON7,61000,New development,758,2,2,2,London,N7 0JN,Holloway,Caledonian Road & Barnsbury,51.5525,-0.12492,51.5435,-0.114886,80.47493403693932,0.76
ICON7,60000,New development,758,2,2,2,London,N7 0JN,Holloway,Caledonian Road & Barnsbury,51.5525,-0.12492,51.5435,-0.114886,79.15567282321899,0.76
Entwistle Terrace,60000,Flat / Apartment,658,1,1,1,London,W6 9AW,Hammersmith,Hammersmith,51.4851,-0.2193,51.492,-0.22364,91.1854103343465,0.51
Rutherford House,65000,Flat / Apartment,848,2,2,2,London,SW11 4BT,Battersea,Clapham Junction,51.4724,-0.16419,51.4645,-0.170518,76.65094339622641,0.61
Oakford Road,179500,House,1824,5,5,5,London,NW5 1AJ,Kentish Town,Gospel Oak,51.5563,-0.14003,51.5555,-0.151577,98.41008771929825,0.5
Walham Grove,82500,Flat / Apartment,843,2,2,2,London,SW6 1QR,Fulham,Imperial Wharf,51.4755,-0.2018,51.4751,-0.182927,97.86476868327402,0.81
